State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
NE,136,415,no,no,0,121.5,80,220.1,97,179.5,94,10.4,5,1,False,False,0.0037776913959533
ME,113,408,no,no,0,203.4,85,219.8,140,240,107,8.3,5,1,False,False,0.00129389273934066
CA,85,415,no,no,0,195.7,104,182.9,121,324.7,110,8.6,9,0,False,False,0.000773666717577726
NJ,138,510,no,no,0,220.2,89,88.3,125,195.3,79,12.9,5,0,False,False,0.00116184202488512
NH,90,408,no,no,0,192.1,80,269.3,125,259.6,97,11.7,4,2,False,False,0.0222818963229656
DE,71,415,no,no,0,197.9,108,181.5,109,281.4,56,6.7,5,3,False,False,0.000631252478342503
NM,85,408,no,yes,37,229.6,123,132.3,90,211.9,76,9.5,8,2,False,False,4.79504378745332E-05
NH,15,415,yes,no,0,224.3,85,166.3,79,187,117,11.7,3,1,False,False,0.000122761484817602
VT,100,415,no,yes,25,215.9,90,257.9,92,180.2,157,11.6,4,1,False,False,0.000307150621665642
MT,33,510,no,yes,35,161.9,85,151.2,82,191,131,8.5,2,1,False,False,0.000255262275459245
IN,76,415,no,yes,35,273.7,94,153.3,101,259,109,3.8,3,0,False,False,0.000285206187982112
LA,115,415,no,yes,26,170.5,107,217.2,77,225.7,71,13.6,5,6,False,True,0.500213742256165
IA,128,408,no,no,0,158.8,75,264.8,91,270,77,7.6,7,1,False,False,0.000700014876201749
VA,99,408,no,no,0,130.4,121,219.9,103,84.1,85,9.8,3,2,False,False,0.000171038816915825
MS,38,415,no,yes,25,142.4,106,313.7,109,126.6,117,13.4,6,2,False,False,0.00150428747292608
MD,163,408,no,no,0,223,120,227,98,188.3,125,8.8,5,1,False,False,0.00166519288904965
KS,73,408,no,no,0,194.8,112,167.2,85,100.3,61,10.8,6,1,False,False,0.001939712674357
MD,135,408,yes,yes,41,173.1,85,203.9,107,122.2,78,14.6,15,0,True,True,0.999931454658508
MN,173,510,no,no,0,291.8,143,214.3,134,151.2,119,9.9,2,0,True,True,0.999354064464569
MN,115,408,no,no,0,173.5,121,168.3,100,138.3,105,7.8,5,1,False,False,0.00295334775000811
FL,75,510,no,yes,26,118.5,86,213.9,118,132.6,99,13.4,3,2,False,False,0.000226583782932721
WV,88,510,no,no,0,131.5,99,174.8,128,184.2,83,7.9,2,5,True,True,0.999984860420227
AL,123,415,no,no,0,132.6,100,198.8,102,168.9,105,0,0,1,False,False,0.000288893148535863
WV,48,408,no,no,0,237.5,117,211.1,114,163.9,114,9.7,3,1,False,False,7.79316615080461E-05
OK,155,415,no,yes,23,243.9,112,133,106,213.7,123,13.4,11,2,False,False,0.0150122223421931
MO,87,510,no,no,0,261,83,144.2,95,284.4,119,16.3,1,4,False,False,0.040693573653698
GA,122,408,no,no,0,158.2,95,178.5,113,154.3,76,8.5,5,2,False,False,0.00572657305747271
VA,141,415,no,no,0,260.2,131,179.2,120,135,119,7.2,8,3,False,False,0.00014533381909132
ME,57,415,no,no,0,221.1,101,236.7,65,252.3,137,9.5,1,0,False,False,0.000900544226169586
WV,84,408,no,no,0,86,83,260.7,86,98.6,109,8.9,4,1,False,False,0.000237752377870493
NV,178,408,no,no,0,275.4,150,187.5,62,147.1,126,13.6,3,1,False,False,0.301760733127594
GA,160,415,no,yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1,False,False,0.0143539207056165
MO,95,415,yes,no,0,165.5,84,286.2,112,198.9,89,11.5,2,1,True,True,0.999948084354401
MA,98,510,no,no,0,271.4,119,190.4,102,284.7,118,11.1,6,4,True,True,0.999028742313385
WY,78,408,no,no,0,220,95,179.9,121,188.2,109,11.5,5,0,False,False,0.000764279626309872
NE,66,415,no,no,0,34,133,278.6,61,129.6,120,11.5,3,0,False,False,8.38825435494073E-05
OK,174,408,no,no,0,178,49,141.5,83,265.1,114,6.2,5,3,False,False,0.00479286815971136
RI,85,415,yes,no,0,197.2,97,211.7,115,210.1,133,8.3,4,4,False,False,0.00309652928262949
ID,45,510,yes,yes,40,179,114,272.6,99,67.1,80,10.8,3,3,False,False,0.000318379141390324
WA,136,415,no,yes,16,90.4,105,201.3,109,227.1,115,13.1,4,0,False,False,0.00857813563197851
HI,60,510,no,no,0,179.4,108,263.2,74,133.3,78,13.4,7,2,False,False,0.000591546762734652
AK,74,415,no,no,0,262.3,114,198.9,96,165.9,90,6.6,5,3,False,False,0.000764579162932932
LA,24,415,yes,no,0,230.5,126,184.7,128,159.1,152,10.6,3,1,False,False,0.000202172479475848
MD,172,408,no,no,0,287.1,108,178.4,125,153.2,98,14.4,2,3,True,True,0.995861351490021
WV,173,415,no,no,0,191.4,114,168.5,138,109.3,99,10.3,3,1,False,False,0.0365215241909027
OR,101,415,no,no,0,118.6,89,199.6,97,53.3,61,11.5,5,1,False,False,0.000746912148315459
IN,60,408,no,no,0,220.6,57,211.1,115,249,129,6.8,3,1,False,False,0.00167326361406595
CT,50,408,no,no,0,301.7,82,167.1,118,72.2,89,10.5,6,1,False,True,0.921832203865051
NJ,135,510,no,yes,28,201.4,100,246.5,117,154.8,131,12.9,4,2,True,False,0.00312112784013152
IL,86,415,yes,no,0,266.1,120,182,92,206.5,103,10.3,4,1,False,False,0.397969245910645
TX,123,408,no,yes,41,141.3,127,152,96,218.8,114,8.1,3,3,False,False,0.0223105531185865
IN,117,415,yes,yes,22,196,82,322.7,82,225.6,120,3.7,5,1,False,False,0.000662784208543599
IA,83,408,yes,no,0,197.6,105,177.5,96,126.8,100,9.2,1,3,True,True,0.999987661838531
MT,95,510,no,no,0,156.6,88,247.6,75,192.3,115,12.3,5,3,False,False,0.00509188743308187
TN,39,408,no,no,0,187.2,110,114.7,116,104.7,83,13.2,5,1,False,False,8.35329410620034E-05
IN,114,408,no,no,0,203.8,85,87.8,110,166.2,122,11.7,4,1,False,False,0.00627471785992384
NJ,106,415,no,no,0,207.9,91,172,109,191.8,143,14.4,7,4,False,False,0.00172926392406225
MA,102,415,no,yes,31,125.3,92,141.2,108,168.2,68,6.3,2,3,False,False,0.000963301339652389
AL,86,415,no,no,0,128.3,121,197.1,93,138.4,152,12.2,5,7,True,True,0.999893367290497
ME,165,408,no,no,0,150.5,75,193.1,93,311.6,93,10.3,2,1,False,False,0.00904249958693981
NH,105,415,no,yes,20,186.9,114,256.3,91,334.7,104,8.9,2,1,False,False,0.00120605912525207
AZ,97,408,no,no,0,169.7,84,165.9,86,191.9,83,12.8,6,3,False,False,0.000306020257994533
MS,95,510,no,yes,44,173.3,114,152.3,78,144.4,118,12.3,3,2,False,False,0.0307855475693941
TX,108,415,no,no,0,133.1,52,256.3,103,247.2,118,11.9,3,3,False,True,0.677591741085052
WY,142,415,no,no,0,131.7,85,239.6,118,235.1,77,8.9,3,1,False,False,0.00109032925684005
AL,185,415,no,no,0,158.5,93,294.7,69,146.2,116,16.6,3,0,False,False,0.0307664982974529
MS,135,510,no,no,0,204.1,116,150.2,74,108.1,154,8.1,1,2,False,False,0.00766108138486743
WY,57,408,no,yes,39,213,115,191.1,112,182.7,115,9.5,3,0,False,False,0.000473339227028191
WA,82,415,no,no,0,313.6,110,263.2,104,139,93,7.5,5,1,True,True,0.998657166957855
AL,112,510,no,no,0,189.4,83,219,89,168,116,7.1,8,3,False,False,0.000223808456212282
MI,67,510,no,yes,35,245.4,89,148.2,102,274,136,7.5,6,1,False,False,5.57691491849255E-05
IN,77,408,no,no,0,185.9,95,212,98,282.3,81,11.3,4,3,False,False,0.000270677555818111
NV,129,415,no,no,0,150,98,232.4,101,261.2,123,12.5,6,1,False,False,0.00298112560994923
KY,59,510,no,no,0,155.5,92,192.3,104,123.3,106,10.5,3,4,True,True,0.999716758728027
WV,136,510,no,no,0,240.1,121,271.2,123,132.7,98,17.2,4,0,True,False,0.152338653802872
WI,93,415,no,no,0,152.1,141,215.5,107,262.4,111,12,7,1,False,False,0.00128639070317149
GA,77,415,no,no,0,134.5,119,119.7,104,250.7,112,9.3,5,0,False,False,0.000322268082527444
MT,109,510,no,no,0,154.8,82,287.7,109,208.4,80,5.9,9,3,False,False,0.00320422020740807
GA,125,415,no,yes,39,236.1,107,289.2,110,175.4,107,9.1,4,2,False,False,0.00315033085644245
RI,104,408,yes,no,0,160.4,73,293.9,103,306.6,90,12.6,5,4,False,False,0.00120528414845467
MO,45,510,no,yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2,False,False,0.000167929494637065
RI,155,408,yes,no,0,163.1,94,291.7,108,96.4,111,11.2,3,0,False,False,0.00213734828867018
WA,75,510,no,yes,41,130.9,115,203.4,110,171.7,68,12.4,4,1,False,False,0.0109205786138773
WV,105,510,no,no,0,101.5,83,193.8,83,214.3,113,11.7,4,3,False,False,0.00195611617527902
PA,86,415,no,yes,23,247.6,65,255.7,104,150,138,7.3,5,3,False,False,0.00116420560516417
WY,28,415,no,no,0,187.8,94,248.6,86,208.8,124,10.6,5,0,False,False,0.00145913998130709
VT,83,510,no,yes,37,133.1,117,171.4,89,218.1,92,10.9,4,3,False,False,0.00026576840900816
HI,79,415,no,no,0,41.9,124,211,95,237.9,55,11.4,5,1,False,False,0.000158887807629071
WY,141,408,no,no,0,301.4,87,269.2,111,148.6,95,14.4,5,0,True,True,0.999980926513672
ID,42,510,yes,no,0,260.9,94,152.8,123,212.6,94,11.1,4,1,False,False,0.000289020565105602
UT,71,415,no,no,0,278.9,110,190.2,67,255.2,84,11.7,7,0,True,True,0.999970555305481
AZ,98,408,no,yes,40,212.1,90,233.9,110,234,84,7.1,4,0,False,False,0.00107054109685123
TX,145,415,no,no,0,187.9,110,197,117,167,108,4.8,4,2,False,False,0.000635762058664113
LA,61,408,no,no,0,140.8,126,212.5,115,141.7,79,6.4,5,4,True,True,0.999916076660156
IL,63,415,no,yes,26,214.2,80,253,152,156.4,109,10.3,2,2,False,False,0.000199945294298232
MD,61,415,no,no,0,260,123,210.5,127,234.7,70,9,3,1,True,True,0.63702929019928
CT,3,415,no,yes,36,118.1,117,221.5,125,103.9,89,11.9,6,2,False,False,0.000212258892133832
KS,47,510,yes,no,0,47.8,120,178.9,123,152.6,96,13.3,7,0,True,True,0.999960601329803
VA,86,415,no,no,0,231.9,73,165.9,123,225.7,86,11.5,3,3,False,False,8.72388191055506E-05
KY,122,408,no,yes,27,253.7,84,229.2,109,190.5,123,9.2,5,7,False,False,0.00232307426631451
AK,99,510,no,no,0,238.4,96,246.5,130,198.4,117,12.4,4,3,False,False,0.0325049199163914
NY,115,510,no,yes,16,133.3,110,185.7,111,161.5,113,5.6,4,2,False,False,0.000213684121263213
AL,57,415,no,no,0,190.1,114,274.5,96,132.5,122,9.2,5,3,False,False,7.89870973676443E-05
SD,97,415,no,no,0,245.2,109,165.5,152,159.2,96,9.1,8,1,False,False,3.64663392247166E-05
AZ,113,415,no,yes,32,180.4,89,129.4,124,166.9,124,8.4,2,1,False,False,0.000206297030672431
NV,27,510,no,no,0,177.6,121,296.8,92,192.9,106,7.6,3,3,False,False,0.000519199820701033
ND,184,415,no,no,0,237.6,86,157,105,163.6,103,14.2,2,2,False,False,0.000769548292737454
HI,47,510,yes,no,0,135,108,176.3,111,144.6,96,10.5,1,1,True,True,0.999845743179321
MO,135,510,no,no,0,246.8,129,187.8,121,154.5,109,12.6,5,1,False,False,0.000777631299570203
SC,22,408,no,no,0,110.3,107,166.5,93,202.3,96,9.5,5,0,False,False,0.00032205690513365
LA,128,415,no,no,0,147.7,94,283.3,83,188.3,124,6.9,5,2,False,False,0.00343669787980616
CO,103,415,no,yes,37,153.5,78,241.9,108,244.7,110,10.6,3,1,False,False,0.00228780857287347
MS,43,510,no,no,0,159.5,99,119.7,149,173.9,126,6.8,3,2,False,False,0.000587362446822226
AK,111,415,no,no,0,172.8,58,183.1,108,158.8,104,7.9,3,4,True,False,0.39726322889328
IA,84,415,no,no,0,169.9,96,190.3,103,188,82,8.6,2,2,False,False,0.000444241188233718
TN,105,408,no,no,0,206.2,84,256.4,138,117.1,91,9,3,1,False,False,0.000568266841582954
IN,96,415,no,yes,45,248.8,124,140.3,77,263.6,102,10.3,2,3,False,False,0.0040096128359437
TN,123,415,no,no,0,166.9,98,221.8,77,243.9,114,12.8,4,3,False,False,0.0714755728840828
IL,109,510,no,no,0,117.8,64,216.2,84,148.4,59,10.9,5,1,False,False,0.000637839024420828
MN,62,415,no,no,0,147.1,91,190.4,107,195.2,115,12.2,3,0,False,False,0.000837563420645893
VT,125,415,no,no,0,126.7,113,155.5,131,206.2,112,14.4,7,2,False,False,0.000870893360115588
IA,118,415,no,no,0,136.1,120,204.2,103,228.2,90,11.3,4,1,False,False,0.00161895819474012
OR,80,510,no,no,0,203.7,92,216.4,97,154.2,66,7.6,5,2,False,False,0.000161886389832944
ID,139,408,no,no,0,187.4,86,169.3,116,153.4,88,11.7,3,1,False,False,0.00316223129630089
RI,127,510,no,no,0,211.1,62,235.2,143,227.5,66,15.6,3,2,False,False,0.000126545608509332
AK,136,415,yes,yes,33,203.9,106,187.6,99,101.7,107,10.5,6,3,False,False,3.24936845572665E-05
NY,102,408,no,yes,48,134,83,234.3,128,197.3,107,7.8,4,6,True,True,0.997393250465393
DE,87,510,no,no,0,256.2,105,160.7,102,249.4,80,7.4,2,4,False,False,0.0353093892335892
NC,102,408,no,yes,27,109.8,66,207.3,76,236.9,101,10.3,7,0,False,False,0.000542722758837044
AZ,193,415,no,no,0,208.1,115,178,104,195.9,95,12.4,9,3,False,False,0.00237698364071548
KS,68,510,no,no,0,159.5,123,240.8,93,210.3,76,11.4,3,1,False,False,0.000723263830877841
VT,101,510,no,no,0,0,0,192.1,119,168.8,95,7.2,4,1,False,False,9.73654823610559E-05
UT,82,510,yes,no,0,208.8,101,213.7,87,175.1,86,12.4,6,3,False,False,0.00023888997384347
WY,140,408,no,no,0,151.5,106,175.7,125,214.1,87,12.4,9,3,False,False,0.00199497235007584
WY,64,415,no,no,0,206.2,76,232.4,76,251.6,96,13.6,2,1,False,False,0.000550458615180105
NJ,160,415,no,no,0,118.9,106,163.5,75,195,131,13.1,4,0,False,False,0.00245746900327504
IN,100,510,no,no,0,216.2,107,215.6,84,138.4,127,10.2,3,0,False,False,0.0159519799053669
UT,61,415,yes,yes,29,128.2,119,171.7,83,250.9,114,11.7,6,3,False,False,0.000269997894065455
MN,95,415,no,no,0,149.2,96,260.7,116,201,120,8.1,2,1,False,False,0.00066571484785527
WA,63,408,no,no,0,211.7,107,271.7,77,203.3,108,7.4,7,0,False,False,0.0247394852340221
NM,20,408,no,no,0,131.5,64,161.8,124,158.6,106,14.8,5,0,False,False,0.000171121806488372
TN,69,510,no,no,0,195.3,70,216.7,108,259.9,119,12.5,4,3,False,False,0.0284280572086573
OK,160,408,no,no,0,166.4,117,317,129,160.4,121,10,2,1,False,False,0.00398177420720458
ND,81,415,no,no,0,234.1,105,237.4,88,240.6,85,11.4,4,1,False,False,0.00705468747764826
MI,83,510,no,yes,26,226.4,117,234.7,97,133.6,82,10.8,7,1,False,False,9.92401255643927E-05
ND,136,510,yes,no,0,256.8,90,230.1,104,143.6,82,9.1,10,3,False,False,0.16136322915554
OR,49,510,no,no,0,119.4,69,273.3,92,214.4,153,12.4,7,2,False,False,0.000113684145617299
CO,69,408,no,yes,38,272.9,122,188.4,97,132.4,87,10.5,3,2,False,False,0.000501103699207306
AL,74,415,no,no,0,180,110,212.9,100,182.3,95,11.8,10,0,False,False,0.000486632168758661
NJ,83,415,no,no,0,167,120,209.1,102,131,107,8.6,2,1,False,False,0.000865302165038884
GA,189,408,no,no,0,227.4,84,176,81,206.1,120,6.3,4,2,False,False,0.00197015842422843
MA,78,415,no,no,0,130.8,64,223.7,116,227.8,108,10,5,1,False,False,0.000475467735668644
MO,86,510,no,no,0,223,109,286.2,76,257.8,132,7.5,7,3,True,False,0.237359911203384
LA,109,408,no,no,0,123,111,237.2,103,258.8,91,9.3,12,1,False,False,0.028789971023798
MN,96,415,no,yes,27,261.3,96,220.9,101,179.4,97,11.3,2,1,False,False,0.000254011451033875
LA,13,415,no,no,0,58.4,121,262.2,64,159,115,11.9,5,1,False,False,0.000507865217514336
DC,93,408,no,yes,22,306.2,123,189.7,83,240.3,107,11.7,2,0,False,False,0.0483523719012737
OH,149,408,no,no,0,196.3,108,136.8,96,154.7,87,7.7,3,2,False,False,0.00145114376209676
KY,132,415,no,no,0,172.7,90,344,62,301.6,113,5.5,4,0,False,False,0.406899243593216
OR,99,408,no,no,0,256.4,44,214.5,105,233.7,75,7.9,1,3,True,True,0.961828231811523
AK,94,415,no,no,0,261.3,89,152.4,139,120.2,124,10.5,2,0,False,False,7.56118743083789E-06
KS,59,510,no,yes,45,71.2,113,233.7,95,139.3,129,14,12,1,False,False,0.000382136437110603
OH,145,408,no,no,0,185.9,106,209.7,112,224.7,87,9.3,4,2,False,False,0.00276677147485316
MA,19,415,no,yes,29,142.7,94,129.9,60,165.3,65,10,4,0,False,False,0.000278156279819086
NH,78,408,no,no,0,162.3,116,192.4,86,240.6,100,10.1,3,2,False,False,0.000443825789261609
WY,87,415,no,yes,16,257.4,91,232,101,143.2,73,14.7,2,1,False,False,9.53494891291484E-05
MO,140,510,no,no,0,201.9,114,181.7,97,184.5,122,12.1,10,0,False,False,0.00171389454044402
VT,67,408,no,no,0,260.4,107,208.2,104,207.9,115,10,2,6,False,False,0.0388084463775158
NC,52,408,yes,no,0,144.5,60,296.5,129,194.3,117,12.4,3,1,False,False,0.000644086918327957
OK,110,510,no,no,0,188,127,90.5,118,150.3,64,15.3,3,3,False,False,0.000105673811049201
AL,91,510,yes,no,0,129.9,112,173.3,83,247.2,130,11.2,3,3,False,False,3.72922040696722E-05
WI,120,408,no,yes,26,239.4,94,259.4,88,238,132,7.7,3,0,False,False,0.00163156923372298
CO,66,408,no,yes,40,141.7,87,268.3,89,241.3,68,8.5,7,0,False,False,0.000386672822060063
NC,75,408,no,no,0,203.3,70,228.9,97,222.2,118,14.3,3,1,False,False,0.000531047931872308
KY,102,415,yes,no,0,209.8,85,165.7,100,230.1,92,8.7,6,0,False,False,0.000254323735134676
MD,88,415,yes,no,0,235.1,98,251.8,79,285.9,76,7.2,2,4,True,True,0.996795415878296
NY,64,408,no,no,0,219.6,126,303.3,100,154.5,65,9.7,5,1,False,False,0.0341709963977337
AZ,70,415,no,no,0,104.7,112,82.2,104,169.4,110,15.8,7,3,False,False,0.00164199329447001
MN,81,510,no,no,0,145.6,59,287.9,131,181.7,121,9.2,4,2,False,False,0.000287114235106856
WA,31,415,no,no,0,142.9,67,109.7,72,293.6,112,11.5,6,0,False,False,0.00230193790048361
AZ,63,415,no,no,0,58.9,125,169.6,59,211.4,88,9.4,3,1,False,False,9.46601649047807E-05
AZ,102,408,no,no,0,158,94,207.9,100,190.4,120,10.1,10,0,False,False,0.00111720873974264
ID,99,415,no,no,0,201.5,103,124.2,120,239.9,56,11.5,3,0,False,False,0.000453247368568555
OK,134,408,no,yes,10,159.4,79,91,94,199.5,137,10,3,2,False,False,0.00014666588685941
WY,54,408,no,yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2,False,False,0.000389190419809893
WV,99,408,no,yes,12,119.9,83,237.7,98,187.6,159,16.6,2,1,False,False,0.000193800457054749
WI,123,415,no,no,0,172.2,92,162.6,76,250.3,101,8.7,4,1,False,False,0.000342576473485678
MA,145,415,no,no,0,175.8,89,274.3,119,226.6,69,12.4,4,1,False,False,0.000921793864108622
WV,102,408,no,no,0,234.8,125,199.2,99,163.2,88,10,1,4,False,False,0.0724464133381844
MS,84,510,no,no,0,75.3,96,179.9,113,193.8,134,12.3,1,1,False,False,0.00445522554218769
TN,102,408,no,no,0,157.4,83,47.3,102,160.4,92,11.4,5,0,False,False,0.00223783520050347
DC,69,415,no,no,0,111.7,86,187.5,68,194.8,128,11.6,10,2,False,False,0.0302817206829786
IL,117,408,no,no,0,119,82,187.5,108,189.3,97,11.5,3,1,False,False,0.000828497286420316
AK,132,510,no,no,0,181.1,121,314.4,109,246.7,81,4.2,9,2,False,False,0.00390965770930052
UT,37,510,no,no,0,271.7,112,155.1,96,199.5,97,6.6,4,3,False,False,0.0123083833605051
ME,66,510,no,no,0,207.7,85,196.7,112,261.7,83,6.8,3,1,False,False,0.00495987664908171
AL,85,415,no,no,0,210.3,66,195.8,76,221.6,82,11.2,7,1,False,False,0.000411861605243757
VA,68,415,no,yes,41,226,113,149.8,115,184.9,88,11.5,2,2,False,False,0.00155295210424811
CA,120,415,no,no,0,252.1,110,226.1,103,155.6,83,13.8,3,1,False,True,0.501258730888367
OR,53,415,no,no,0,184.8,98,216.4,125,141.1,116,18.4,3,2,False,False,0.000484543765196577
OK,86,510,yes,no,0,162.4,131,167,102,128.9,118,11.4,2,2,True,True,0.999796211719513
KS,116,510,no,no,0,189.5,90,189.8,118,205.8,83,13.1,2,1,False,False,0.00124573311768472
WV,122,415,yes,no,0,168.8,86,237.6,98,204.3,94,5.3,9,1,False,False,0.000120095646707341
FL,39,510,no,no,0,121.6,99,267.6,99,99.7,88,7.1,2,1,False,False,9.38240846153349E-05
VA,99,510,no,no,0,128.3,78,215.3,120,143.7,140,14.3,9,2,False,False,0.000274654856184497
VA,67,415,no,no,0,138.9,65,208.9,109,232.4,82,9.2,3,2,False,False,0.000732776592485607
VA,104,415,no,no,0,139.7,112,199.8,127,189.3,104,10.3,2,2,False,False,0.00101627665571868
WA,167,415,no,no,0,169.2,124,173.3,108,216.5,64,12.4,4,4,True,True,0.73153167963028
AR,73,415,no,no,0,184.7,109,161.3,108,148.8,103,11.3,4,2,False,False,0.00028438723529689
WA,71,408,no,no,0,141.2,132,149.1,90,171.4,72,7,2,2,False,False,0.000159667266416363
NC,139,415,yes,no,0,185.1,101,266.7,75,207.9,95,9,3,3,False,False,0.00202971696853638
CO,82,408,no,no,0,121.6,81,191.3,109,231.4,81,8.6,5,3,False,False,0.00039023847784847
NH,121,510,no,yes,35,193.8,62,197.6,97,218.8,95,5.9,4,0,False,False,0.000314365403028205
RI,83,510,no,no,0,259.7,106,152.7,116,224.7,92,10.2,2,0,False,False,0.00404572207480669
TN,68,415,no,no,0,178.7,61,252.3,84,255.7,76,8.4,4,1,False,False,0.00193327490705997
WY,44,415,no,yes,20,184.8,105,195,169,130.1,121,11.6,3,1,False,False,5.39204047527164E-05
VT,64,408,no,no,0,145.5,116,228.4,110,273.4,91,8.9,8,1,False,False,0.00193331623449922
OH,106,415,no,no,0,158.6,112,220,114,252.9,106,9.1,3,0,False,False,0.00466245412826538
MD,106,510,no,no,0,213.9,95,151.9,70,260.1,124,12.2,5,3,False,False,0.0919137224555016
NM,84,408,no,yes,41,153.9,102,140.7,117,217.7,101,12.8,5,1,False,False,0.000106515355582815
MI,148,415,yes,no,0,233.5,81,187.7,71,122.3,97,9.6,2,0,True,True,0.999955236911774
MS,132,415,yes,no,0,144.3,70,231.5,125,304.3,137,7,2,1,True,True,0.999986529350281
AK,112,415,no,yes,31,142.9,92,233.8,107,329.2,142,10.4,6,0,False,False,0.000574025267269462
GA,155,510,no,no,0,71.2,90,304.4,119,183.3,103,8.6,4,0,False,False,0.0024516514968127
AK,110,415,no,no,0,148.4,95,193.8,98,206,106,6.9,6,0,False,False,0.000600521627347916
IA,197,415,no,no,0,233.9,96,218.9,111,182.9,109,9.5,3,0,False,False,0.000794993015006185
CO,130,408,no,no,0,271.8,129,237.2,128,210.1,91,8.7,2,4,True,True,0.999860644340515
MO,119,408,no,yes,32,142.6,77,208.2,126,171,102,12,2,3,False,False,0.000987036619335413
IA,73,415,no,no,0,137.1,102,210.8,114,191.4,120,11.1,4,1,False,False,0.000531150202732533
IL,116,510,no,no,0,164.6,110,270.6,103,230.4,109,8,3,0,False,False,0.00151195353828371
VT,93,415,no,yes,37,230.4,95,155.5,89,179,90,10.4,9,3,False,False,0.00012021236034343
IA,69,510,no,no,0,170.7,98,111.6,109,171.5,107,4.8,7,3,False,False,0.00037894636625424
ND,79,408,no,no,0,205.7,123,214.5,108,226.1,106,6.7,18,1,False,False,0.00238117831759155
AK,121,415,no,no,0,203.9,126,267.3,107,221.9,72,10.5,2,3,False,False,0.0127006778493524
FL,127,415,no,no,0,261.7,105,181.8,107,100.9,131,3.3,5,0,False,False,0.000202670285943896
MD,103,415,yes,no,0,133.2,90,236.8,70,214.1,120,12.5,2,1,True,True,0.9999680519104
NH,37,415,no,no,0,206,89,186,88,307.1,86,8.4,11,0,False,False,0.000151997955981642
KY,155,510,yes,yes,38,234.6,84,214.9,119,196.7,69,8,2,1,True,True,0.999704599380493
FL,105,408,no,no,0,181.9,70,233.5,83,194.6,80,8.1,9,1,False,False,0.000869319250341505
TX,126,415,no,no,0,190.9,143,149.7,72,191.4,87,13,3,1,False,False,0.0130356084555388
MA,73,408,no,no,0,94.1,136,280.3,122,205,77,9.8,4,0,False,False,0.00457825278863311
ID,118,415,no,no,0,140.4,112,187.1,60,207.9,155,7.9,1,0,False,False,0.000131710214191116
NY,87,415,no,no,0,204.8,101,161,80,285.7,89,9.5,3,0,False,False,0.000251370569458231
ID,106,510,no,no,0,160.8,73,170.4,112,249.2,131,7.2,3,1,False,False,0.000872499193064868
RI,87,415,no,no,0,210.7,46,215.6,116,170.4,79,13.2,3,1,False,False,0.0007342544849962
MT,57,415,no,no,0,234.4,120,155.3,120,130.5,103,9.4,4,1,False,False,0.000312991556711495
ND,110,408,no,no,0,196.1,103,199.7,123,135.9,71,12.9,1,3,False,False,0.000403129088226706
RI,152,415,no,no,0,189.5,108,218.4,69,291.1,81,11,2,3,False,False,0.00578487990424037
UT,144,510,no,yes,37,219.9,102,222.1,77,118.5,111,10,4,1,False,False,0.000548492360394448
RI,94,415,no,no,0,139.4,95,159.1,92,128.2,129,7.7,3,0,False,False,0.000358694087481126
ME,58,415,no,yes,29,239.6,84,182.1,80,118.3,100,11,3,2,False,False,3.73361181118526E-05
TX,139,510,yes,yes,31,203.5,82,200.3,72,214,112,13.4,6,1,True,True,0.999852180480957
RI,76,510,no,yes,40,177.9,85,119.3,95,140.5,83,10.3,1,2,False,False,0.00171684974338859
WI,73,415,no,no,0,214.2,90,196.8,78,157.9,112,5.9,8,0,False,False,0.000450322782853618
ME,119,510,no,no,0,140,135,138.9,103,230.2,121,6.1,6,0,False,False,0.00137453025672585
SC,130,415,no,no,0,212.8,102,189.8,137,170.1,105,10.6,4,0,True,False,0.00126988079864532
OR,80,415,no,no,0,113.2,86,185.5,97,237.3,145,9.5,5,1,False,False,0.000200941838556901
IN,68,415,no,no,0,222.1,107,199.4,102,162.4,107,9.4,3,2,False,False,0.000698771560564637
OK,122,408,no,no,0,189.9,87,193.9,118,177.4,114,15.6,2,0,False,False,0.00423712097108364
OK,121,408,no,yes,31,237.1,63,205.6,117,196.7,85,10.1,5,4,False,False,5.58970859856345E-05
LA,69,415,no,yes,37,155,98,142.4,105,143.7,117,5.9,4,1,False,False,0.000294823519652709
MA,101,408,no,no,0,189,122,179.2,91,186.8,170,11.1,6,0,False,False,0.0033591219689697
MT,42,415,no,no,0,150.7,52,246.7,96,103.8,118,7,4,2,False,False,0.00547071406617761
NY,111,510,no,no,0,184.2,92,215,96,100.1,64,11.3,4,1,False,False,0.000740708666853607
NM,102,510,no,yes,18,144.4,76,160.7,97,200.8,101,9.3,4,0,False,False,0.000444153178250417
AL,42,415,no,yes,21,125.5,67,166.7,90,227.1,97,11,1,2,False,False,8.08682088973001E-05
MS,162,415,yes,no,0,172.1,138,165.9,93,279,81,9.2,6,2,False,False,0.0049480558373034
SC,108,415,no,no,0,112,105,193.7,110,208.9,93,4.1,4,4,True,True,0.999885201454163
