X_dataobs_,State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments
677,NY,41,415,no,no,0,209.9,105,121.9,105,253.7,104,9.6,4,1,False,3
678,WY,33,415,no,no,0,213.9,88,239.8,119,148.7,71,9.8,14,2,False,5
679,UT,112,415,no,no,0,115.8,108,243.3,111,184.6,78,13.1,5,1,False,6
680,LA,108,510,no,yes,30,276.6,99,220.1,113,177.9,95,9.8,6,2,False,0
681,NV,136,415,no,yes,21,179.4,88,181.1,97,320.7,120,9.5,4,2,False,1
682,NC,128,510,no,no,0,187.3,84,270.8,95,206.4,68,10.1,5,1,False,6
683,TN,33,415,no,yes,35,186.8,124,261,69,317.8,103,15,5,0,False,1
684,FL,120,415,no,yes,31,153.5,83,219.1,96,237.4,76,11.4,4,0,False,1
685,CA,113,415,no,no,0,187.6,97,208.2,118,158.9,101,8.7,6,2,False,5
686,WV,148,415,no,yes,26,244.9,150,118,138,236,91,15.2,4,2,False,3
687,NJ,74,415,no,no,0,230.9,93,223,78,157.8,101,9.7,2,3,False,5
688,MT,106,415,no,no,0,187.1,104,250.2,117,144.9,81,11,3,1,False,5
689,WI,149,415,yes,yes,28,126.9,97,166.9,102,145.2,77,8.8,3,5,True,4
690,ID,77,510,no,no,0,189.5,112,207,95,214.1,91,9.2,7,0,False,1
691,MA,127,408,yes,no,0,176.9,110,167.9,100,182.2,138,7.7,2,1,True,2
692,OR,80,415,no,no,0,161.1,99,198.8,81,228.4,116,10.6,4,1,False,1
693,MT,106,510,no,no,0,169.4,107,197.2,71,202.2,79,10.7,4,1,False,2
694,AL,61,415,no,yes,20,254.4,133,161.7,96,251.4,91,10.5,4,0,False,3
695,ND,135,510,yes,yes,24,127.7,54,215,105,234.3,84,5.8,4,2,False,1
696,LA,115,415,no,yes,26,170.5,107,217.2,77,225.7,71,13.6,5,6,False,1
697,ND,167,408,yes,no,0,219.1,100,242.9,90,168.9,101,10.1,4,2,False,2
698,MS,107,510,yes,no,0,273.5,104,183.8,68,153.8,67,11,9,2,False,5
699,WV,112,415,yes,no,0,161.9,138,200.9,114,134,134,10.7,4,1,False,5
700,WI,35,510,no,yes,27,241.7,87,142,101,288.9,68,9.4,4,1,False,3
701,KS,103,408,yes,no,0,62.8,124,170.4,66,280.2,78,9.4,4,3,False,1
702,PA,69,415,no,no,0,228.2,70,263.7,80,142.6,60,10.7,5,3,False,5
703,SD,85,408,no,no,0,209.8,82,194.5,94,200.4,85,11.3,3,0,False,0
704,NJ,24,408,no,no,0,265.6,86,208.8,102,182.5,105,11.1,6,2,True,0
705,ME,137,510,no,no,0,110.5,79,223.2,111,169.5,64,10.5,3,3,False,4
706,VT,38,415,no,no,0,137.8,86,286.3,76,167,77,14.1,3,2,False,6
707,NV,69,510,yes,yes,33,271.5,98,253.4,102,165.4,85,8.2,2,1,True,0
708,WI,45,408,no,no,0,112.8,108,218.8,120,240.2,106,9,3,2,False,1
709,HI,73,408,no,no,0,187.3,118,239.7,90,167.5,108,15.1,2,1,False,5
710,DE,92,415,no,no,0,197,84,269.3,105,158.9,105,10.8,4,1,False,6
711,AZ,113,415,no,yes,32,180.4,89,129.4,124,166.9,124,8.4,2,1,False,3
712,VA,68,408,yes,no,0,148.5,126,219.4,125,198.5,121,14.5,7,1,True,6
713,GA,135,415,no,yes,22,197.1,113,259.4,95,134.7,135,14.6,5,2,False,5
714,AZ,100,415,no,yes,26,153.7,115,137.8,146,213.5,104,15.9,5,1,False,3
715,MN,96,415,no,yes,27,261.3,96,220.9,101,179.4,97,11.3,2,1,False,0
716,FL,84,510,no,no,0,191,88,318.8,119,247.3,79,6.5,4,0,False,6
717,WA,134,408,no,no,0,208.3,86,253.6,89,291,86,12.6,3,1,False,0
718,MT,72,415,no,no,0,253,73,219.3,78,210.8,89,9.8,4,0,False,0
719,AL,83,408,no,no,0,202.3,87,201.5,111,101.7,82,6.8,4,0,False,5
720,WV,137,408,no,no,0,174.4,120,156.3,98,136.5,121,10.2,5,0,False,2
721,GA,56,415,no,yes,30,127.1,89,172.1,116,194.6,111,12.1,3,1,False,4
722,OH,61,510,yes,yes,16,143.5,76,242.6,58,147.7,95,11.3,3,0,False,6
723,DE,171,510,no,yes,17,186.9,94,240,138,200.9,64,5.8,3,1,False,2
724,NE,123,510,no,no,0,194,118,242,114,146.3,108,12.1,4,1,False,5
725,FL,58,510,no,no,0,234.8,89,106.8,131,178.5,122,9.9,6,0,False,3
726,AK,156,510,no,no,0,123.7,96,103,80,189.4,82,13.1,4,1,False,4
727,WI,166,510,no,no,0,173.9,103,276.4,83,190.8,113,15.3,5,0,False,6
728,WA,75,510,no,yes,41,130.9,115,203.4,110,171.7,68,12.4,4,1,False,4
729,KY,75,415,no,no,0,314.6,102,169.8,86,285.1,100,5.7,3,2,True,0
730,OH,83,510,no,no,0,227.9,78,207.5,115,211.7,100,12.1,5,1,False,0
731,UT,243,510,no,no,0,95.5,92,163.7,63,264.2,118,6.6,6,2,False,2
732,NM,153,408,no,no,0,185.3,127,208,73,206.1,124,15.1,3,1,False,2
733,MN,150,415,no,no,0,146.3,133,202.7,95,234.7,103,13.1,3,1,False,2
734,MN,80,415,no,no,0,105.8,110,43.9,88,189.6,87,13.1,5,0,False,3
735,AL,134,415,no,no,0,178,110,153.8,64,236.6,105,11.7,4,1,False,2
736,DE,147,510,no,no,0,209.4,104,132.5,78,149.4,123,11.3,3,2,False,2
737,MO,74,415,no,no,0,172.1,105,211.7,99,182.2,105,11.6,6,1,False,5
738,IL,138,510,yes,no,0,169.3,82,217.9,147,184.2,77,9.4,9,1,False,2
739,HI,64,415,no,no,0,194.2,147,173.4,87,268.7,114,5.5,2,2,False,1
740,ME,120,510,no,no,0,198.8,56,230.1,73,119.8,81,9.9,3,2,False,5
741,CO,121,408,yes,no,0,167.7,94,93.7,121,241.3,115,13.4,1,3,True,3
742,NH,88,415,no,no,0,202.2,86,216.8,93,239.4,99,11.8,2,2,False,0
743,SC,87,408,no,no,0,322.5,106,204.6,93,186.2,128,9.4,4,2,True,0
744,IN,100,510,no,no,0,216.2,107,215.6,84,138.4,127,10.2,3,0,False,5
745,FL,104,415,no,no,0,76.4,116,115.6,74,226.3,94,9.4,3,3,False,4
746,GA,27,510,no,no,0,72.7,75,208.6,117,65.8,71,9.9,3,1,False,4
747,IL,81,415,no,yes,31,210.4,100,225.5,97,168.7,120,9.7,4,0,False,5
748,NC,64,510,yes,yes,33,127.2,93,162.9,104,247.4,109,8.1,13,0,False,1
749,VT,107,510,no,yes,28,201.8,79,304.9,128,225.6,133,11.9,8,1,False,6
750,DC,88,415,no,yes,17,219.5,78,222.1,94,188.3,92,16.1,5,1,False,0
751,VT,111,408,no,no,0,99.3,112,270.5,136,225.3,94,9,6,3,False,6
752,NV,77,415,no,no,0,239.2,114,150,115,160.8,81,10.3,2,5,False,3
753,OR,67,415,yes,no,0,120.9,58,235,88,95.1,130,11.4,11,2,False,4
754,AL,102,408,no,no,0,224.7,81,129.4,112,167.6,109,15.8,6,1,False,3
755,ND,146,408,no,yes,19,176.6,88,162.7,66,215.5,98,14.6,6,1,False,2
756,FL,144,415,no,yes,51,283.9,98,192,109,196.3,85,10,4,1,False,0
757,NE,96,415,no,no,0,180.6,92,190.9,114,295.6,125,10.3,4,1,True,1
758,ND,70,415,no,yes,31,125.9,101,196.4,102,252.7,75,10.3,4,1,False,1
759,ME,149,408,no,no,0,237.6,79,192.4,107,207.4,111,9.1,9,0,False,2
760,IL,129,415,no,no,0,198.4,91,264.7,106,111.4,101,9.2,2,2,False,5
761,WA,166,408,no,no,0,274.3,110,52.9,109,246.1,119,10.9,5,0,False,3
762,KS,149,510,no,no,0,217.7,91,273.5,74,226.9,99,9.6,3,3,False,0
763,MO,120,415,no,yes,24,212.7,73,257.5,103,227.8,119,9.7,13,2,False,0
764,IA,66,510,no,no,0,256.3,135,180.2,106,187.3,135,6.2,7,2,False,0
765,WY,104,408,no,no,0,183.6,133,120.7,98,215.1,112,12.7,2,1,False,3
766,NV,160,415,no,no,0,176.2,90,196,115,263.9,95,9.2,4,1,False,2
767,WI,129,415,no,yes,37,205,94,165.4,103,185,81,11.7,8,1,False,2
768,AL,93,408,no,no,0,267.9,114,223,74,262.7,90,11.3,3,3,True,0
769,HI,169,415,no,no,0,179.2,111,175.2,130,228.6,92,9.9,6,2,False,2
770,MO,58,415,no,no,0,149.4,145,196.5,105,209.5,108,14.9,3,1,False,1
771,CA,75,510,no,yes,38,163.6,132,146.7,113,345.8,115,13.1,3,3,False,1
772,CT,155,510,no,no,0,165.4,108,183.7,103,80.2,108,8.9,4,3,False,5
773,MD,52,415,no,no,0,209.8,114,171.3,82,154.6,119,9.9,9,4,False,5
774,OH,119,415,no,yes,27,220.1,128,268.2,133,146.5,80,11.1,3,0,False,5
775,NV,86,510,no,no,0,141.3,72,154.3,95,210.6,91,8.2,5,1,False,4
776,MD,42,408,no,no,0,196.5,89,241.3,123,143.2,105,4,7,0,False,5
777,NE,127,510,yes,no,0,180.9,114,209.5,118,249.9,105,7.4,4,2,False,1
778,OH,123,408,no,no,0,105,150,251.6,90,258,93,14.9,5,0,False,1
779,MA,98,510,no,no,0,271.4,119,190.4,102,284.7,118,11.1,6,4,True,0
780,OK,149,510,no,yes,43,206.7,79,174.6,122,241.5,80,10.9,3,1,False,2
781,MA,160,408,no,no,0,166.8,109,236,117,307.6,77,9.3,1,1,False,1
782,WA,103,415,no,no,0,204.9,107,135.2,102,208.2,106,10.4,3,5,False,3
783,CO,137,415,no,no,0,127,107,323.2,75,143.9,127,7.5,2,1,False,6
784,FL,129,415,yes,no,0,267.4,78,204.2,85,111.7,146,5.9,4,1,False,5
785,WI,62,415,no,no,0,281,66,160.6,108,77.9,74,0,0,1,False,5
786,ID,122,510,no,yes,33,270.8,96,220.4,110,169.9,104,11.8,8,4,False,0
787,WY,32,408,no,no,0,171.2,82,185.6,102,203.3,64,10.2,7,1,False,3
788,GA,86,510,no,no,0,124.1,82,202.6,120,289.6,119,6.7,8,3,False,1
789,FL,130,415,no,no,0,162.8,113,290.3,111,114.9,140,7.2,3,1,False,6
790,WY,42,408,no,no,0,146.3,84,255.9,113,45,117,8,12,1,False,5
791,DE,73,415,no,no,0,254.8,85,143.4,80,153.9,102,15,7,2,False,3
792,ME,66,408,no,yes,26,254.9,108,243.2,135,190.8,95,5.4,3,2,False,0
793,DC,103,510,no,yes,31,107.7,124,188.9,104,196.2,98,8.9,3,0,False,4
794,IA,128,408,no,no,0,158.8,75,264.8,91,270,77,7.6,7,1,False,1
795,CO,104,415,no,no,0,182.9,113,239.6,85,229.8,104,5.5,4,2,False,6
796,MN,103,415,no,no,0,198.5,112,42.5,90,179.2,124,12.4,5,0,False,3
797,VT,124,415,no,no,0,178.4,72,233.6,134,179.4,91,12,2,0,False,6
798,AZ,87,510,no,no,0,110.9,91,158.5,115,207.5,131,6.2,5,1,False,4
799,LA,109,415,no,yes,27,166.9,85,221.2,92,197.3,97,12.3,4,1,True,6
800,MO,167,415,yes,no,0,244.8,91,60.8,105,176.7,110,10.7,3,2,False,3
801,ME,97,510,no,no,0,120.8,96,169.8,101,194.1,63,11.9,3,4,True,4
802,MD,106,415,no,no,0,165.3,118,210,101,187.2,93,8.5,3,2,False,2
803,VT,125,415,no,no,0,126.7,113,155.5,131,206.2,112,14.4,7,2,False,4
804,DC,108,408,no,yes,35,215.9,106,200.6,107,195.4,107,15.5,7,0,False,0
805,WY,125,415,no,no,0,140.1,132,209.6,126,264.1,77,8,2,1,False,1
806,VA,89,415,no,yes,32,209.9,113,249.8,104,224.2,92,8.7,7,1,False,0
807,VA,72,510,yes,yes,29,139.8,114,138.2,91,221,88,5.5,6,0,False,3
808,CT,23,510,no,no,0,321.6,107,251.6,115,141.1,158,11.3,3,2,True,5
809,WI,73,415,no,no,0,214.2,90,196.8,78,157.9,112,5.9,8,0,False,5
810,MD,61,415,no,no,0,260,123,210.5,127,234.7,70,9,3,1,True,0
811,VT,73,408,no,no,0,213,95,188.8,104,136.2,89,13.5,3,0,False,5
812,UT,118,415,no,yes,24,118.1,83,109.6,72,245.5,73,16.9,2,1,False,3
813,CO,23,408,no,no,0,190.2,89,166.4,108,219.8,73,15,4,6,False,3
814,NC,127,415,no,yes,25,82.2,95,163.3,109,264.9,104,5.1,6,0,False,1
815,NJ,42,415,no,yes,32,163.8,80,177.8,123,190.4,106,8.1,5,0,False,4
816,AR,118,415,no,no,0,267.8,145,316.4,121,208.6,91,14.4,11,5,True,0
817,IA,45,510,no,no,0,159.8,91,120.4,86,163,93,10.6,3,2,False,3
818,GA,50,408,no,yes,24,214.3,129,289.8,55,312.5,130,10.6,4,1,False,0
819,MO,179,510,no,no,0,287.3,123,288,114,266,112,10.5,4,0,True,0
820,MO,152,408,no,no,0,101.2,122,141.6,87,198.5,124,7.5,3,2,False,4
821,WY,105,415,no,no,0,102.8,74,281.7,125,228.1,113,13.2,5,2,False,6
822,HI,72,415,no,no,0,109.1,97,115.7,96,295.8,84,8.3,6,0,False,1
823,PA,52,408,no,no,0,215.9,67,217,108,342.8,130,5.2,2,1,False,1
824,TX,125,415,no,no,0,203.4,110,128.7,97,190.5,113,11,4,1,False,3
825,VA,143,510,no,no,0,110.1,113,169,59,166.7,94,9.2,2,1,False,4
826,RI,65,415,no,no,0,111,51,219.8,84,202,89,4.4,14,1,False,4
827,KY,60,408,no,no,0,135.4,134,205.9,85,204,103,7.9,4,1,False,4
828,NC,43,415,no,no,0,84.2,134,80.8,103,196.1,79,10.8,2,1,False,4
829,NV,143,415,no,no,0,209.1,127,106.1,80,179.6,90,14,6,0,False,3
830,UT,81,415,no,yes,24,130.1,117,196,61,139.3,123,11.4,5,0,False,4
831,ME,205,510,no,yes,24,175.8,139,155,98,180.7,64,7.8,5,2,False,2
832,HI,24,415,no,no,0,241.9,104,145.2,112,214.5,105,6.6,5,1,False,3
833,OH,74,415,no,no,0,136.7,106,228.6,105,265.3,114,9.8,4,0,False,1
834,WV,77,510,no,no,0,67.7,68,195.7,86,236.5,137,12,2,1,False,4
835,OK,74,415,no,no,0,200.4,87,309.2,105,152.1,118,10,2,1,False,6
836,KY,74,510,yes,no,0,125.8,103,207.7,96,207.4,143,14.1,4,1,True,4
837,AL,200,408,no,no,0,128.2,87,133.2,105,177.6,123,11.2,2,1,False,2
838,MD,86,408,no,no,0,226.3,88,223,107,255.6,92,13,3,4,False,0
839,NE,91,510,no,yes,37,162.3,107,233.9,115,277.4,94,9.2,4,0,False,1
840,DC,76,415,no,no,0,224.4,121,147.9,97,183.8,74,6.7,2,2,False,3
841,TX,130,415,no,no,0,120.5,127,189.7,52,270.1,107,14.3,2,1,False,1
842,OH,56,408,no,no,0,91.1,90,179.3,115,300.7,89,11.9,8,2,False,1
843,DE,117,415,no,no,0,168.8,137,241.4,107,204.8,106,15.5,4,0,False,6
844,IA,63,510,no,no,0,153.5,81,287.3,115,230.2,85,6.5,5,2,False,6
845,VT,126,415,no,no,0,226.2,88,140.3,114,208.9,110,6.4,2,0,False,3
846,OR,132,510,no,no,0,191.9,107,206.9,127,272,88,12.6,2,1,False,1
847,NV,81,415,no,yes,28,167.9,147,190.7,105,193,103,9.2,6,4,True,4
848,NC,122,415,no,no,0,180,88,145,77,233.7,120,11.5,6,2,False,3
849,NJ,46,408,no,no,0,257.4,67,261.1,91,204.4,107,13.4,5,2,True,0
850,MN,150,415,no,yes,28,174.4,75,169.9,80,201.6,130,11,4,1,False,2
851,ID,99,408,no,no,0,159.7,83,155.4,121,255.7,114,8.4,3,1,False,1
852,AL,87,408,no,no,0,237.2,124,222.6,87,173.3,81,11,3,1,False,5
853,VT,101,415,no,no,0,153.8,89,234,89,196.3,77,11.6,2,4,False,6
854,PA,53,415,no,no,0,205.1,86,160.5,95,149.5,142,10.7,2,3,False,5
855,AK,132,415,no,yes,39,175.7,93,187.2,94,225.5,118,8.6,3,2,False,2
856,CA,158,510,no,no,0,155.9,123,224.2,112,221,116,8.6,8,2,False,2
857,MS,114,415,no,yes,34,154.4,109,221.4,142,208.5,103,10.3,5,0,False,6
858,AR,77,415,no,yes,23,209.7,73,183.6,63,205.5,111,7.1,3,2,False,3
859,NV,144,415,yes,no,0,150,69,285.9,73,190.6,121,9.4,15,0,False,6
860,AL,91,510,no,yes,23,232.4,97,186,88,190.5,128,12.3,3,3,False,0
861,GA,58,408,no,no,0,165.4,100,115.7,87,193.8,118,12.8,5,2,False,3
862,AR,5,415,no,no,0,199.2,106,187.3,12,214,85,13.3,3,3,False,3
863,MA,97,408,no,no,0,217.6,81,320.5,51,150.7,110,4.2,3,0,False,6
864,NJ,107,415,no,no,0,212.1,95,150.1,88,219.8,111,7.7,2,3,False,3
865,NY,9,408,no,yes,31,193.8,130,202.6,98,191.2,102,13.3,2,1,False,5
866,AZ,73,415,no,no,0,175.4,130,248.1,105,122.4,85,12.2,4,0,False,5
867,NJ,48,510,no,yes,22,152,63,258.8,131,263.2,109,15.7,5,2,True,1
868,WV,43,408,no,no,0,230.2,147,186.7,121,128.4,100,9.2,3,0,False,5
869,NM,122,408,no,yes,33,174.9,103,248.2,105,164.6,116,13.5,3,1,True,6
870,SC,93,415,no,no,0,190.2,68,262.2,64,130,92,8.8,4,0,False,5
871,TN,59,415,no,no,0,160.9,95,251.2,65,273.4,97,5,5,3,False,1
872,LA,87,415,no,no,0,228.7,90,163,99,154.1,90,11.8,3,1,False,5
873,OH,137,408,no,no,0,144,90,181.6,100,128.1,93,12.3,2,0,False,4
874,OR,21,510,no,yes,31,135.9,90,271,84,179.1,89,9.5,7,6,False,6
875,DE,129,510,no,no,0,334.3,118,192.1,104,191,83,10.4,6,0,True,0
876,GA,93,408,no,yes,21,134.2,105,162.5,128,186.6,90,11.8,2,4,True,4
877,VT,63,415,no,no,0,278,102,266.4,114,224.1,118,13.1,4,4,True,0
878,OR,161,415,no,no,0,105.4,70,214.8,122,223.6,126,7.8,5,0,False,4
879,TX,50,510,no,no,0,188.9,94,203.9,104,151.8,124,11.6,8,3,False,5
880,MO,103,408,no,yes,24,111.8,85,239.6,102,268.3,81,6.9,4,1,False,1
881,ND,84,415,no,yes,33,159.1,106,149.8,101,213.4,108,13,18,1,False,3
882,MN,92,510,no,no,0,212.4,105,224.6,118,221.3,105,9,4,1,False,0
883,NV,77,415,no,no,0,142.3,112,306.3,111,196.5,82,9.9,1,1,False,6
884,NY,64,415,yes,no,0,346.8,55,249.5,79,275.4,102,13.3,9,1,True,0
885,FL,159,415,no,yes,15,113.9,102,145.3,146,195.2,137,11.8,9,1,False,4
886,KS,110,415,yes,yes,27,267.9,103,263.3,74,178.1,106,8.3,2,1,True,0
887,NV,138,510,no,no,0,171.4,117,115.2,128,224.5,115,17,4,3,False,3
888,NV,178,408,no,no,0,275.4,150,187.5,62,147.1,126,13.6,3,1,False,2
889,SC,38,415,no,yes,31,197.2,118,249.9,70,298.9,104,3.9,2,0,False,1
890,MI,50,415,no,yes,35,192.6,97,135.2,101,216.2,101,7.9,2,2,False,3
891,MI,45,510,no,yes,26,91.7,104,150.6,119,63.3,103,7.7,5,1,False,4
892,TN,70,510,no,no,0,126.3,99,141.6,106,255.9,96,9.6,2,0,False,1
893,NY,147,510,no,yes,33,251.5,107,234.1,110,213.4,87,10.4,6,3,False,0
894,NV,94,510,no,no,0,190.6,108,152.3,95,144.7,97,7.5,5,1,False,5
895,IL,179,510,no,no,0,116.1,101,201.8,99,181.9,103,11.6,5,0,False,2
896,MS,116,415,no,no,0,217.3,91,216.1,95,148.1,76,11.3,3,2,False,5
897,ND,59,510,no,no,0,179.4,80,232.5,99,175.8,105,14.7,3,0,False,6
898,NC,165,415,no,no,0,207.7,109,164.8,94,54.5,91,7.9,3,0,False,5
899,MI,133,408,no,no,0,277.3,138,228.4,117,117.3,103,12.8,4,2,True,5
900,VT,93,408,no,yes,32,138.1,91,167.3,72,238.9,115,6.8,3,2,False,1
901,OK,52,510,no,yes,38,169.3,88,225.9,97,172,86,8.2,3,0,False,5
902,DE,64,415,no,yes,27,201.3,101,143.8,89,150.2,127,12.3,3,1,False,3
903,ND,12,510,yes,no,0,216.7,117,116.5,126,220,110,9.8,4,2,False,3
904,OR,48,415,no,no,0,190.4,92,317.5,85,133.4,113,8.3,4,2,False,6
905,NY,181,408,no,no,0,143.3,91,195.5,58,223.3,95,6,7,1,False,2
906,MO,168,415,no,yes,42,97.4,57,203.6,98,173.9,124,11.4,2,2,False,4
907,NY,11,415,no,no,0,143.4,130,289.4,50,194,100,9.7,6,2,False,6
908,ND,182,415,no,no,0,104.9,111,198.5,120,258.2,91,8,5,2,False,1
909,NY,104,415,no,no,0,156.2,93,193,54,222.7,94,13.1,5,1,False,1
910,OH,102,415,no,no,0,114.8,125,81.9,126,304.3,101,12,4,0,False,1
911,AL,122,415,no,no,0,232.5,96,205.5,120,213.7,91,11.9,2,0,False,0
912,GA,132,415,no,no,0,176.7,132,244.1,80,176.3,120,9.1,4,2,False,6
913,WY,76,415,no,no,0,263.4,148,230.3,69,170.6,101,11.4,5,1,True,0
914,WV,13,415,no,no,0,146.4,74,148.5,92,216.7,96,11.3,3,1,False,3
915,WV,67,408,no,no,0,167.8,91,167.7,69,110.3,71,8.4,12,1,False,5
916,LA,154,510,no,no,0,166.9,99,154.9,97,189.4,89,7.2,5,0,False,2
917,AR,100,510,no,no,0,142.5,87,195.7,88,122.1,117,7.8,8,2,False,4
918,AK,146,510,yes,no,0,133,65,262.8,93,214.3,128,11.2,3,1,False,6
919,DC,148,415,no,yes,11,252.9,129,284.3,88,262.8,99,12.3,1,1,False,0
920,UT,161,510,yes,no,0,194.2,106,249.4,105,254.9,129,12.9,1,1,True,2
921,KS,70,415,no,no,0,222.8,114,215.9,113,223.5,122,0,0,1,False,0
922,MN,116,510,no,no,0,201.8,82,231.5,95,226.1,130,16.5,5,0,False,0
923,VA,99,415,no,yes,42,216,125,232.3,104,215.5,100,9.3,4,2,True,0
924,UT,87,415,no,no,0,146.3,108,171.8,102,167.5,66,5.3,9,1,False,4
925,IN,87,510,no,no,0,234.8,85,140.9,91,204.3,93,9.5,5,1,False,3
926,CT,70,408,no,no,0,198.6,111,213.9,115,171.2,105,10.6,6,2,False,5
927,DE,131,408,no,no,0,94.4,80,215.1,101,179.7,108,13.1,9,2,False,4
928,VT,119,510,no,no,0,190.4,74,215.6,113,161.2,111,10,1,2,False,5
929,MO,119,408,no,yes,32,142.6,77,208.2,126,171,102,12,2,3,False,4
930,RI,87,510,yes,no,0,134.2,80,165,71,173.1,102,10.7,5,0,False,4
931,CA,112,415,no,no,0,111.9,92,114,143,146.8,79,14.1,3,5,True,4
932,RI,75,415,no,no,0,122.8,89,211.3,104,261.4,91,10.7,2,2,False,1
933,CT,150,510,no,no,0,189.3,77,220.9,105,238.7,117,9.2,5,4,False,2
934,IN,161,510,no,yes,38,240.4,112,201.8,102,206.1,112,16.1,6,0,False,2
935,FL,91,510,yes,yes,24,93.5,112,183.4,128,240.7,133,9.9,3,0,False,1
936,KS,124,415,no,no,0,158.6,104,211.2,77,179.3,104,10.2,8,3,False,2
937,NY,94,510,yes,no,0,243.2,109,147,88,94.9,99,7.2,4,4,False,5
938,TX,217,408,no,no,0,176.4,115,158.8,128,306.6,107,9.3,3,4,False,2
939,RI,158,510,no,no,0,220.9,129,242.2,108,233.3,75,6.4,5,0,False,0
940,NV,102,415,no,no,0,144.4,87,266.5,128,217.6,59,7.1,7,0,False,6
941,UT,85,510,no,no,0,212.3,107,228.4,103,163.3,116,7.7,3,0,False,5
942,OK,79,510,no,no,0,147,72,165.7,102,243.2,107,8.4,9,1,False,1
943,MN,139,510,no,yes,25,96.2,112,178.9,70,182.1,84,12.9,10,2,False,4
944,NC,103,415,no,no,0,263.4,118,179.1,69,214.7,112,10.3,2,0,False,0
945,OR,98,415,yes,no,0,12.5,67,256.6,90,169.4,88,7.7,9,1,False,4
946,NH,78,408,no,no,0,162.3,116,192.4,86,240.6,100,10.1,3,2,False,1
947,AK,50,408,no,no,0,183.6,107,58.6,118,202.6,99,8.7,3,1,False,3
948,OR,161,415,no,no,0,178.1,109,146.5,86,137.6,78,8.5,2,1,False,2
949,KS,67,408,no,no,0,201.4,101,97.6,122,202.5,119,7,3,0,False,3
950,WV,86,415,no,yes,38,123,158,133.9,119,138.2,103,13.3,4,1,False,4
951,GA,92,510,no,no,0,208,125,198.9,76,76.4,97,8.6,6,0,False,5
952,NM,174,415,no,no,0,239.2,72,188.5,124,105.6,116,8.8,3,1,False,5
953,OH,124,510,no,no,0,193,97,89.8,99,172.8,104,15.3,3,1,False,3
954,ND,132,415,no,yes,31,174.5,101,245.6,105,172.8,76,10.3,9,1,False,6
955,RI,190,415,no,yes,26,116.7,71,145.9,88,175.1,103,9.9,3,1,False,2
956,HI,101,510,no,no,0,93.8,127,150,104,241.1,116,10.7,2,1,False,4
957,NY,68,415,no,yes,29,239.5,82,203.8,105,167.8,70,9.9,6,0,False,5
958,KS,117,510,no,yes,25,216,140,224.1,69,267.9,112,11.8,4,0,False,0
959,LA,118,408,no,no,0,187.4,97,177.8,89,233.4,97,12.2,6,1,False,2
960,PA,124,415,no,no,0,167.4,119,233.2,143,109.6,115,10.3,5,0,False,5
961,NV,22,510,no,no,0,160.4,108,218.1,88,192.9,115,12.5,4,1,False,6
962,MN,75,415,no,no,0,143.2,92,209.1,142,173,96,11.9,9,1,False,4
963,NY,44,510,no,no,0,143.2,77,169.8,114,215.8,77,7.6,4,1,False,1
964,ME,177,415,no,no,0,232.8,106,175.2,97,212.2,77,12.5,7,2,False,2
965,NH,110,408,no,no,0,162,81,247.5,89,155.5,99,8.9,8,0,False,6
966,WY,53,415,no,yes,27,25.9,119,206.5,96,228.1,64,6.5,7,1,False,4
967,NY,108,415,no,no,0,154.2,123,112.3,86,246.4,75,15.4,4,4,True,3
968,ME,80,408,no,no,0,322.3,113,222,95,162.8,123,6.7,8,0,True,0
969,MN,158,408,no,no,0,209.9,112,221.3,82,210,93,8.2,3,1,False,2
970,OH,114,415,no,no,0,191.5,88,175.2,78,220.3,118,0,0,0,False,2
971,NC,64,408,no,yes,19,291.1,150,226.7,123,219.1,67,7.5,2,1,False,0
972,SD,88,415,no,no,0,215.6,115,216.2,85,171.3,65,11.8,1,3,False,5
973,UT,82,510,yes,no,0,208.8,101,213.7,87,175.1,86,12.4,6,3,False,5
974,KY,111,415,no,no,0,255.9,97,204.1,129,171.3,84,12.3,5,3,False,5
975,MT,60,408,no,no,0,252.7,97,221.1,121,109.9,100,12.4,4,2,False,5
976,NJ,113,408,no,no,0,132.1,72,247.5,107,246.2,123,6.9,6,3,False,1
977,FL,109,408,no,no,0,217,115,207,142,268,106,8.2,4,1,False,0
978,IN,105,510,no,yes,42,101.9,79,223.1,97,241.6,77,12.9,2,0,False,1
979,DE,85,510,no,no,0,211.5,100,184.6,88,164.3,131,13.3,4,2,False,5
980,AL,131,510,no,no,0,153.4,86,198.5,81,164.4,83,10.4,3,0,False,2
981,ME,59,510,no,no,0,166.3,95,239.3,87,123.2,108,10,3,2,False,5
982,SD,148,408,no,no,0,185.2,87,170.4,96,165.1,104,9.5,13,1,False,2
983,VA,210,408,no,no,0,104.6,121,149.5,71,255.1,67,6.5,8,2,False,2
984,ID,106,510,no,no,0,274.4,120,198.6,82,160.8,62,6,3,1,False,5
985,RI,93,415,no,no,0,98.4,78,249.6,129,248.2,114,14.2,4,1,False,1
986,ND,98,510,no,no,0,187.2,127,195.6,88,181.8,129,5.1,4,1,False,5
987,HI,157,415,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,3,False,2
