State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
ID,83,415,no,no,0,159.3,104,202.3,98,229,73,9.5,3,2,False,False,0.000513901235535741
AR,115,415,no,yes,37,184.1,67,159.4,104,193.3,121,13.3,3,0,False,False,0.000164483659318648
CO,86,408,no,no,0,171.8,106,301.7,44,139.4,108,9.7,5,1,False,False,0.000246815121499822
OR,132,510,no,no,0,191.9,107,206.9,127,272,88,12.6,2,1,False,False,0.000812151527497917
CT,73,510,no,no,0,159,123,233.3,95,178.9,155,15.2,3,2,False,False,0.000201508955797181
UT,82,510,no,no,0,191.9,95,116.7,105,202.6,113,8.2,5,0,False,False,0.000183939395355992
DC,108,408,no,yes,35,215.9,106,200.6,107,195.4,107,15.5,7,0,False,False,0.00121074973139912
LA,117,408,no,no,0,184.5,97,351.6,80,215.8,90,8.7,4,1,False,False,0.0456156507134438
NY,137,415,yes,no,0,174,123,161.3,115,260.7,98,11.4,3,2,False,False,7.548483699793E-05
MO,56,415,no,no,0,137.2,111,165.9,119,182.3,72,14.3,4,1,False,False,5.83031905989628E-05
AR,74,510,no,no,0,148.5,111,146.5,42,289.2,83,9.9,6,3,False,False,0.000109654778498225
MD,106,415,no,no,0,208.3,89,169.4,67,102,90,15.9,4,3,False,False,0.00154207483865321
WI,153,510,no,no,0,159.5,103,275.5,90,176.7,126,10.1,2,1,True,True,0.96504008769989
TN,78,415,yes,no,0,71.5,126,166.8,127,211.6,86,8.3,2,3,True,True,0.99987918138504
GA,56,415,no,no,0,245.5,39,231.8,116,156.9,68,10.1,10,5,False,False,0.000662802893202752
HI,24,415,no,no,0,156.2,104,90,101,205.1,116,7.3,5,1,False,False,0.000100974932138342
SC,93,415,no,no,0,190.2,68,262.2,64,130,92,8.8,4,0,False,False,0.000282856373814866
KY,133,415,no,no,0,226.8,87,127.9,93,160.1,89,9.2,3,0,False,False,0.000288573530269787
NV,77,415,no,no,0,215.5,81,170.9,100,170.3,59,10.3,3,1,False,False,0.000276734412182122
DE,67,415,no,no,0,164.5,79,110.3,108,203.9,102,9.8,2,1,False,False,0.00021785032004118
MS,107,415,no,no,0,220.1,103,200.4,94,272.6,147,7.4,5,2,False,False,0.00039064054726623
ND,70,415,no,yes,31,125.9,101,196.4,102,252.7,75,10.3,4,1,False,False,0.00054076622473076
OK,194,408,no,no,0,162.3,88,213.7,118,192.1,81,10.9,2,0,False,False,0.00090599077520892
NY,150,415,no,yes,35,139.6,72,332.8,170,213.8,105,8.8,2,2,False,False,0.00105246703606099
OK,96,415,no,no,0,260.4,115,146,46,269.5,87,11.5,4,5,False,False,0.000433865265222266
AZ,107,415,no,yes,32,134.2,101,211.9,145,167.6,138,8.2,5,1,False,False,7.22046970622614E-05
OR,97,415,no,no,0,146,121,203,141,151.8,120,13.3,2,1,False,False,0.000319558690534905
OR,157,510,no,yes,30,194.3,107,243.2,108,322.2,114,7.1,5,1,False,False,0.000470744766062126
SC,145,408,no,no,0,39.5,78,264.3,106,185.8,90,10,6,0,False,False,0.000546956958714873
AK,1,408,no,no,0,175.2,74,151.7,79,230.5,109,5.3,3,1,False,False,0.000142220058478415
MS,173,415,no,no,0,82.1,75,201.2,95,206.7,146,9.6,2,1,False,False,0.00204384094104171
MS,78,408,no,no,0,108.6,108,209.9,126,222.6,117,7.9,5,1,True,True,0.927347123622894
WI,142,510,no,no,0,232.1,102,168.2,110,197.3,120,9.9,3,1,False,False,0.00049212493468076
TN,78,415,no,no,0,149.7,119,182.2,115,261.5,126,9.7,8,0,False,False,0.000814846542198211
FL,106,510,no,no,0,159.6,94,276.8,118,223.5,65,8.8,3,0,False,False,0.000472872896352783
AK,100,415,no,yes,29,213.6,127,175.9,82,207.2,100,8.9,3,1,False,False,0.0114593338221312
MI,86,415,no,yes,28,221.6,74,288.4,100,240.3,105,9,2,1,False,False,0.00174952915403992
WI,154,510,no,no,0,94.5,97,178.2,127,230.2,99,9.2,3,2,False,False,0.00142552948091179
NV,71,415,yes,no,0,178.2,113,167.8,94,182.1,111,13.6,3,3,True,True,0.999929487705231
WA,49,510,no,yes,42,159,67,126.3,125,206.8,88,7.4,3,2,False,False,0.00099039007909596
SD,104,510,no,no,0,234.2,128,293.1,92,183.9,79,9.8,6,0,True,True,0.99689769744873
MN,155,408,yes,no,0,250.8,146,152.5,105,148.1,104,10,5,2,False,False,2.39995133597404E-05
MD,96,415,no,no,0,149.2,125,210.6,119,290.5,102,9.4,3,4,False,False,0.0506994351744652
CT,73,415,no,yes,47,173.7,117,204,114,174.6,94,6.3,3,2,False,False,0.000613541342318058
MD,189,415,no,yes,30,155.2,116,195.5,50,170.1,108,15.4,6,1,False,False,0.000818240398075432
WV,36,510,no,no,0,175.7,69,154.8,98,208.2,68,9.5,2,0,False,False,0.00019410032837186
FL,84,510,no,no,0,191,88,318.8,119,247.3,79,6.5,4,0,False,False,0.00340205640532076
WV,176,510,no,no,0,304.2,111,306.6,64,207.9,98,9.5,2,7,True,True,0.99998140335083
NM,16,510,no,no,0,144.8,84,164.9,141,231.5,75,8.2,4,2,False,False,6.73981048748828E-05
DC,94,415,no,yes,31,209.3,90,281.7,111,190.1,66,7.9,5,0,False,False,0.000516485131811351
AK,120,415,no,no,0,178.4,97,168.3,113,120.5,93,9.3,9,1,False,False,0.000931913556996733
PA,174,415,no,yes,15,221.8,143,210.6,115,221.8,109,12.4,9,1,False,False,0.00404665619134903
IA,79,415,no,yes,12,62.4,119,237.6,96,193.4,116,7.8,2,0,False,False,0.000223642215132713
FL,166,510,yes,no,0,47.7,89,264.4,95,235.2,97,13.2,3,0,True,True,0.999957323074341
SD,72,415,no,yes,38,84.3,116,267.2,127,167.7,75,8.3,6,4,True,True,0.999789535999298
IL,53,415,no,no,0,214.3,138,232.2,99,0,0,8.3,5,1,False,False,0.000577896891627461
AL,107,408,no,no,0,86.8,95,108.1,85,204.3,87,13.2,3,1,False,False,0.000210414582397789
HI,146,510,no,no,0,189.3,77,155.9,128,186,83,7.4,3,0,False,False,0.000109665510535706
VT,155,510,no,no,0,223.8,109,233.4,68,201.6,111,8.8,8,1,False,False,0.00162332551553845
OR,21,510,no,yes,31,135.9,90,271,84,179.1,89,9.5,7,6,False,False,0.0253099650144577
AK,109,415,no,yes,40,155.9,110,161.2,99,229.2,81,11.5,13,0,False,False,0.000966330873779953
NH,81,415,no,yes,17,145.7,89,202.9,70,212.4,92,9.5,5,1,False,False,0.000411704735597596
MS,193,415,no,no,0,170.9,124,132.3,95,112.9,89,11.6,3,1,False,False,0.000166628902661614
NM,110,415,no,no,0,198.2,92,147.1,97,199.6,76,16.5,4,4,False,False,0.000239612665609457
WA,106,415,no,no,0,149.7,114,104.5,72,227.9,87,9,2,2,False,False,0.00028974172892049
TX,82,415,no,no,0,189.2,81,184.4,117,255.8,83,10.6,5,3,True,True,0.992261230945587
MD,98,415,no,no,0,206.5,92,176.2,152,232.8,115,12.4,5,5,False,False,4.64954900962766E-05
OK,86,415,no,yes,33,253.1,112,210.1,94,95,98,11.9,4,3,False,False,8.90156206878601E-06
NJ,46,408,no,no,0,257.4,67,261.1,91,204.4,107,13.4,5,2,True,True,0.999728202819824
HI,132,408,yes,yes,33,200.3,75,226.6,67,198.8,91,12.9,3,2,False,False,9.99088806565851E-05
OR,100,415,no,yes,31,67.7,67,147.1,116,288.3,103,12.3,2,6,True,True,0.999783337116241
PA,65,415,no,yes,23,224.2,106,189.6,100,222.8,75,9.8,4,0,False,False,0.00215991609729826
NJ,106,415,no,no,0,191.4,124,200.7,116,230.1,76,8.2,3,1,False,False,0.00199974398128688
IN,84,408,no,no,0,217.1,99,236,68,118.3,120,9.4,4,1,False,False,0.000430736312409863
NH,94,415,no,no,0,114.4,115,183.9,79,205.2,78,5.9,2,3,False,False,0.000430605170549825
OH,103,415,no,yes,40,164.5,95,228.7,82,194.7,97,7.4,1,4,False,False,0.00329896924085915
TX,128,415,no,yes,40,171.2,88,145.7,109,196.8,93,14,6,1,False,False,0.00174134643748403
AR,86,408,no,yes,16,145.7,88,191,129,215.5,82,11.3,7,0,False,False,0.000639408477582037
VA,121,510,no,yes,28,110,94,141.5,76,237.3,87,6.4,3,2,False,False,0.000169666513102129
KY,74,415,no,yes,35,154.1,104,123.4,84,202.1,57,10.9,9,2,False,False,0.000218998640775681
MI,100,510,no,yes,21,86.1,95,189.9,126,201.3,113,11.7,4,0,False,False,0.0033735993783921
WV,62,408,no,no,0,128.7,111,169.5,104,193.6,97,10.3,5,1,False,False,0.000642262515611947
ID,92,415,no,yes,29,201.3,130,203.7,115,129.9,113,6.4,6,1,True,True,0.952159106731415
SC,105,408,yes,no,0,274,156,263,69,195.9,93,11.3,3,3,True,True,0.999988257884979
WY,67,510,no,no,0,125,96,294.5,114,205.7,75,10.2,4,1,True,True,0.962675154209137
MT,103,510,no,yes,35,110.5,101,208.3,81,87.4,77,13.9,2,4,True,True,0.999952793121338
OH,69,415,no,no,0,209.6,94,193.1,106,239.9,90,12.4,4,0,False,False,0.00100043579004705
NC,64,408,no,yes,19,180.1,106,127.5,92,237.4,118,7.5,3,0,False,False,0.000176677640411071
MD,166,415,no,no,0,136.1,116,181.4,93,131.4,108,11.3,4,0,False,False,0.018959479406476
MT,125,510,no,no,0,143.2,80,88.1,94,233.2,135,8.8,7,4,True,True,0.999993860721588
NY,39,408,no,no,0,160.4,68,102.6,103,235.3,106,9.1,5,2,False,False,0.000174956687260419
WV,137,408,no,no,0,174.4,120,156.3,98,136.5,121,10.2,5,0,False,False,0.00235454039648175
MD,90,415,no,no,0,114.4,122,127.7,154,253.1,109,10.1,5,2,False,False,0.000137877781526186
ID,65,408,no,yes,19,259,96,332.3,106,130.1,95,7.5,7,1,False,False,0.000656548887491226
DE,80,415,no,no,0,199.8,138,167.1,91,271.8,94,5.5,4,1,False,False,0.000212622166145593
AL,61,415,no,yes,20,254.4,133,161.7,96,251.4,91,10.5,4,0,False,False,5.05133211845532E-05
WY,120,415,no,yes,24,227.5,81,234.9,71,166.4,128,9,13,1,False,False,0.000165956298587844
MO,167,415,yes,no,0,244.8,91,60.8,105,176.7,110,10.7,3,2,False,False,0.000271787081146613
MO,74,415,no,no,0,172.1,105,211.7,99,182.2,105,11.6,6,1,False,False,0.00102228310424834
OK,117,415,no,no,0,134.7,121,180,83,200.9,104,7.7,3,1,False,False,0.000823487527668476
MN,50,415,no,no,0,157.1,90,223.3,72,181.4,111,6.1,2,1,False,False,0.000380173471057788
OK,52,408,no,no,0,214.7,68,158.6,138,123.4,114,9.4,4,2,False,False,5.67290917388164E-05
WY,88,408,no,no,0,166.4,97,186.7,118,251.6,89,14.5,4,0,False,False,0.000491932674776763
NJ,93,415,no,no,0,146.3,85,216.6,95,233,82,11.5,3,0,False,False,0.00127840391360223
PA,53,415,no,no,0,205.1,86,160.5,95,149.5,142,10.7,2,3,False,False,8.53656165418215E-05
NY,138,415,yes,no,0,261.1,96,170.9,120,71.1,89,0,0,3,True,True,0.998662531375885
OK,88,408,yes,no,0,132.9,132,208.2,82,260.5,42,14.4,11,2,True,True,0.99984747171402
SC,108,510,no,no,0,187.4,101,199.9,126,216.1,107,12.6,8,1,False,False,0.00196144869551063
OK,89,510,no,no,0,303.9,95,260.9,114,312.1,89,5.3,3,1,True,True,0.999999940395355
HI,134,415,no,yes,38,214.4,93,211.7,57,165,79,10,8,1,False,False,0.00018287384591531
RI,103,510,yes,no,0,255.9,128,140.9,92,308.9,130,12.1,2,1,True,True,0.99992424249649
SC,73,415,no,no,0,203.3,45,141.9,87,200.7,71,8.5,6,0,False,False,0.000122526078484952
WI,129,415,no,yes,37,205,94,165.4,103,185,81,11.7,8,1,False,False,0.000779227237217128
GA,64,510,no,no,0,216.9,78,211,115,179.8,116,11.4,5,3,False,False,0.000450466817710549
MT,101,408,no,yes,16,118.9,112,228.3,97,180.1,111,8.2,5,2,False,False,0.00322570162825286
KY,95,510,no,no,0,157.3,116,197.5,77,128.2,111,8.4,4,2,False,False,0.000846715236548334
LA,51,510,no,yes,24,179.2,76,253.3,64,196.5,108,15.1,3,1,False,False,0.0018320803064853
DE,29,415,no,no,0,163.7,109,207.3,88,266.2,101,10.4,2,1,False,False,0.00022208591690287
DC,73,408,no,no,0,122,92,138.3,114,224.2,128,5.8,5,1,False,False,0.000877193291671574
WY,63,415,no,no,0,120.1,103,179.2,132,127.3,82,6.3,4,1,False,False,0.0008802879601717
RI,131,415,no,no,0,131.3,39,242.9,101,278.8,100,8.5,2,2,False,False,0.000137858223752119
WV,77,510,no,no,0,67.7,68,195.7,86,236.5,137,12,2,1,False,False,0.00015263406385202
AR,58,415,no,no,0,238.9,107,187.2,88,181.1,84,11.8,3,2,False,False,0.000100281249615364
IA,52,408,no,no,0,191.9,108,269.8,96,236.8,87,7.8,5,3,False,False,0.000379333068849519
MT,83,408,no,no,0,185.9,115,232.5,98,205.2,124,10.2,2,2,False,False,0.00321500585414469
KS,91,408,yes,no,0,246.4,110,182,98,157.6,106,12.1,2,2,True,True,0.999761581420898
MS,111,408,no,no,0,294.7,90,294.6,72,260.1,121,10.8,3,1,True,True,1
AR,59,510,no,yes,29,133.1,114,221.2,82,131.6,103,6.8,3,1,False,False,0.000248293683398515
KY,80,415,no,no,0,220,114,207.7,76,168.4,137,12.1,3,2,False,False,0.000346762768458575
CA,112,415,no,no,0,111.9,92,114,143,146.8,79,14.1,3,5,True,True,0.999988734722137
ID,60,510,no,no,0,221.1,106,178.6,48,202.7,90,7.4,3,1,False,False,0.000567707058507949
WA,40,415,no,yes,41,148.1,74,169.5,88,214.1,102,6.2,5,2,False,False,0.000163378237630241
NC,101,415,no,no,0,232.7,114,186.4,123,153.3,122,11.5,6,5,False,False,0.0022206068970263
NJ,64,415,no,no,0,224.8,111,190,101,221.4,110,9.2,2,1,False,False,0.000433881708886474
NM,69,415,no,no,0,111.3,110,226.8,107,187.6,66,10.2,12,1,False,False,0.000334224809193984
SC,117,415,no,yes,35,190.7,100,209.7,107,202.5,101,12.4,5,1,False,False,0.00145015306770802
ID,113,408,no,no,0,210.2,109,199.4,81,173.3,94,9.9,4,3,False,False,0.000702609831932932
LA,172,415,no,no,0,215.7,140,146.3,84,264.6,83,7.1,1,3,False,False,0.00114655960351229
NH,116,415,no,no,0,215.6,127,105.5,110,291.7,80,11.2,7,3,False,False,0.000279748113825917
NH,90,415,no,yes,42,193.3,66,263.3,85,214.4,97,11.1,4,0,False,False,0.000946243584621698
SD,87,510,yes,no,0,207.8,113,182.2,129,163.4,98,13,3,1,False,False,0.000142005024827085
OK,17,408,no,no,0,180.4,121,228.5,111,199.5,99,14.8,5,0,False,False,0.00117213919293135
MS,70,510,no,no,0,147.1,105,200,135,234.9,65,12.5,9,3,False,False,0.000444232515292242
NM,183,415,no,no,0,190,100,246.6,78,304.2,107,9.5,4,1,False,False,0.000742374046240002
VA,66,415,no,no,0,145.6,105,250.9,82,156.6,102,12.2,7,1,False,False,0.000384890125133097
KS,33,415,no,no,0,228.1,77,176.3,102,224.5,119,7.5,1,0,False,False,0.000756166526116431
IN,129,415,no,no,0,137.8,120,225.8,110,145.2,95,10.2,6,1,True,True,0.968751430511475
MA,42,408,no,no,0,241.2,134,116.5,114,152.2,91,10.6,4,0,False,False,0.000919966958463192
IL,119,408,no,no,0,197.2,111,168.1,78,209.8,84,4.2,2,1,False,False,0.000672489637508988
MT,121,408,no,no,0,213.2,79,120.7,116,244.4,102,7.5,4,1,False,False,0.000486529228510335
UT,116,415,no,yes,24,232.9,90,152.1,94,344.3,82,10.7,6,1,False,False,0.000229089419008233
ID,99,408,no,no,0,190.4,102,158.1,107,271.5,92,11.2,4,2,False,False,0.000458921276731417
SD,103,510,no,no,0,206.5,125,180.2,113,220.6,95,12.2,4,3,False,False,0.000903391512110829
NJ,87,510,no,no,0,223.2,109,127.5,86,289.3,83,14.5,4,3,False,False,0.000427456339821219
FL,131,408,no,no,0,43.3,118,178.5,113,185.9,120,10.6,4,0,False,False,0.000209697842365131
DE,97,415,no,yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5,False,False,0.00014489189197775
UT,25,415,yes,no,0,161.7,99,216.1,89,176.7,115,12.4,6,1,False,False,0.000121234465041198
MO,138,510,no,no,0,89.1,117,126.8,46,190.5,71,9.9,4,2,False,False,0.000111580899101682
KS,149,510,no,no,0,217.7,91,273.5,74,226.9,99,9.6,3,3,False,False,0.0358250103890896
AZ,84,415,no,no,0,159,80,167.9,128,167.6,101,12.3,5,1,False,False,0.00302011449821293
NV,89,415,no,no,0,134.9,59,156,152,197.5,112,10.2,5,1,False,False,6.82529935147613E-05
OH,69,510,no,no,0,221.6,88,231.8,87,211.7,116,8.6,9,1,False,False,0.000696591741871089
CT,78,408,no,no,0,157.3,61,242,119,196,107,10.6,1,1,False,False,0.00299265701323748
PA,92,408,no,yes,28,151.1,90,194.8,79,239.2,114,10,3,1,False,False,0.000584880239330232
SD,52,408,no,no,0,165.8,94,192.8,135,247.8,64,12.4,7,3,False,False,7.71918421378359E-05
AZ,94,415,no,no,0,195.1,105,272.4,100,142.7,102,11.5,16,1,False,False,0.000723188219126314
NC,64,408,no,yes,19,291.1,150,226.7,123,219.1,67,7.5,2,1,False,False,0.0133071085438132
MT,108,415,no,no,0,108.6,128,325.2,97,173.6,67,9.3,6,0,False,False,0.00199482263997197
NH,131,415,no,no,0,55.5,79,163.5,104,128.1,59,10.1,4,1,False,False,0.00270728417672217
ME,55,510,no,no,0,181.3,100,200.5,122,226.9,99,10.9,2,1,False,False,0.000367014756193385
AR,124,408,no,no,0,192.6,108,223.3,106,187,84,4.2,2,1,False,False,0.00078876013867557
NJ,116,415,no,no,0,154,127,280.4,68,213,56,8.6,2,6,False,False,0.00327793462201953
TN,121,415,no,no,0,217.3,79,218,106,166.5,69,11.5,7,1,False,False,0.000403665093472227
MI,140,415,no,no,0,231.9,101,160.1,94,110.4,98,14.3,6,3,False,False,0.000125495309475809
NE,78,510,no,yes,32,210.3,116,192.2,83,246.1,92,10.8,4,6,False,False,0.000272691628197208
RI,132,415,yes,yes,18,130.7,86,186.1,98,204.8,103,11.9,6,0,False,False,0.000257583538768813
WA,83,415,no,no,0,221.4,103,231.8,103,122.5,100,9.8,5,3,False,False,0.0023224123287946
AK,177,415,yes,no,0,248.7,118,172.3,73,191.9,87,11.3,2,1,True,True,0.99999338388443
MS,73,415,no,yes,31,82.3,105,256.1,91,229.6,98,11.8,2,6,True,True,0.999825119972229
SD,86,415,no,no,0,223.9,75,155.7,109,150.2,143,7.3,9,1,False,False,0.000183033640496433
MO,178,408,no,yes,32,148.7,95,198.6,55,187,113,10.4,7,6,True,True,0.999732673168182
WI,131,415,no,yes,39,69.1,122,101.3,136,104.8,94,9.1,4,0,False,False,4.96808534080628E-05
VA,150,415,no,yes,29,235.8,91,202.8,84,246.3,81,11.9,4,1,False,False,0.000271201657596976
LA,4,408,no,yes,31,158.3,99,164.2,98,192.7,108,12.5,3,2,False,False,0.000615110853686929
AL,19,415,yes,no,0,237.7,98,207.1,121,182.2,95,4.5,4,0,False,False,0.00132183963432908
MO,83,408,no,no,0,117.9,101,160.4,92,235.3,150,11.4,10,0,False,False,0.000164076016517356
ME,146,415,no,no,0,174.3,113,200.7,107,281.2,145,11.6,3,4,False,False,0.000342043087584898
NM,141,415,no,yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,False,False,0.0171945504844189
OR,120,415,no,no,0,252,120,150.2,106,151.8,96,9.6,1,2,False,False,0.000108883628854528
WV,152,510,yes,yes,41,146.8,128,285.6,96,213.6,80,4.3,2,1,True,True,0.999987483024597
AL,92,408,no,yes,38,242.2,96,159.7,144,210,108,8.9,1,1,False,False,2.97030983347213E-05
OK,75,415,yes,no,0,166.7,113,148.3,122,186.9,121,10.1,3,3,False,False,5.45069742656779E-05
PA,92,415,yes,no,0,255.8,125,142.7,111,181.2,101,11.7,3,0,False,False,2.25355779548408E-05
MD,107,415,no,no,0,294.9,71,192.8,78,148.1,87,13.2,5,1,True,True,0.999148726463318
NJ,197,510,no,no,0,154.8,111,171.5,102,227.3,86,10.6,2,3,False,False,0.000743128592148423
MN,132,510,no,yes,33,157.9,84,163.9,109,215.4,87,11.5,3,3,False,False,0.000541700690519065
VT,77,408,no,yes,36,172.2,88,161.6,112,259.7,115,11.8,4,2,False,False,7.58506721467711E-05
AL,125,408,no,no,0,169.3,90,156,138,210.8,106,11.6,6,2,False,False,0.000105716608231887
MA,105,415,no,yes,21,147,112,197.3,43,267.4,93,8.7,3,2,False,False,0.000154109264258295
AK,130,415,no,no,0,242.5,101,102.8,114,142.4,89,9.3,2,2,False,False,0.000714214460458606
IA,157,510,no,no,0,102.9,94,229.1,96,198.7,129,13.6,2,1,False,False,0.00107878656126559
SD,116,408,no,no,0,167.8,119,142,123,190.7,128,7.3,4,2,False,False,0.000142528937431052
OR,155,408,no,yes,30,128.5,86,188.4,91,254.4,85,6.8,6,1,False,False,0.000387468346161768
MT,143,415,no,no,0,172.3,97,174,108,188.2,119,13,4,2,False,False,0.00457909749820828
CA,95,415,no,no,0,183.4,98,281.3,95,105.2,113,8.2,8,1,False,False,0.0012843293370679
IA,63,510,no,no,0,153.5,81,287.3,115,230.2,85,6.5,5,2,False,False,0.000247959687840194
MS,107,510,yes,no,0,273.5,104,183.8,68,153.8,67,11,9,2,False,False,0.00295182596892118
VT,124,415,no,no,0,178.4,72,233.6,134,179.4,91,12,2,0,False,False,0.000154894180013798
VT,165,510,no,no,0,242.9,126,209.8,65,228.4,126,0,0,1,False,False,0.00072994310176
PA,86,510,no,no,0,212.8,79,90.9,145,152.3,67,11.9,3,2,False,False,3.48167704942171E-05
NC,149,510,no,no,0,207.3,115,198.4,82,114.1,83,8.6,4,1,False,False,0.000724466517567635
PA,137,415,no,no,0,248.3,63,250.4,108,159.1,94,9.6,4,1,False,False,0.0158610008656979
MI,93,415,yes,no,0,216.9,61,207.4,120,221.7,110,17.5,5,1,True,True,0.999971210956573
NV,76,510,yes,no,0,241,120,231.8,96,220.2,67,9.9,1,1,True,True,0.999992907047272
KY,55,415,no,yes,37,197.5,89,228.7,141,313.4,121,19.7,2,1,False,False,0.00215309602208436
NY,86,510,no,no,0,70.7,125,211,113,174.6,107,0,0,2,False,False,0.000144720150274225
SD,125,415,no,no,0,163.8,73,255.6,85,192.9,95,15.7,4,0,False,False,0.000565639056731015
KS,124,510,no,yes,37,161.2,109,204.2,79,231.5,87,8.9,4,1,False,False,0.000705536571331322
MI,22,408,no,no,0,180,65,207,106,182.8,111,8.3,6,1,False,False,0.000382062833523378
WY,90,415,no,no,0,207.2,121,292.5,104,226.3,103,8,1,2,False,False,0.00171742646489292
IN,81,408,no,no,0,175.5,67,249.3,85,270.2,98,10.2,3,1,False,False,0.00119262933731079
VA,130,408,no,no,0,211.2,119,231.1,120,220.9,80,6.3,9,2,False,False,0.00084922683890909
PA,167,415,yes,no,0,181.2,122,262.5,77,214,88,8.4,4,0,False,False,0.00861835572868586
VA,113,415,no,yes,23,149,104,235.8,67,201.8,76,9.5,5,4,False,False,0.023264529183507
MN,161,415,no,yes,39,218.5,76,112.7,94,205.1,121,7.3,4,1,False,False,0.000616944162175059
MN,163,408,no,yes,22,215.1,91,138.9,102,146.2,109,12.4,2,2,False,False,0.00645106937736273
NV,88,415,no,no,0,166.7,61,179.3,88,242.7,131,6.8,7,4,True,True,0.997183918952942
IN,36,415,no,no,0,253.4,77,182.4,151,275.8,103,8.4,2,1,False,False,0.00250154547393322
AR,179,415,yes,yes,38,220.1,78,234.3,71,237.3,85,10.1,4,4,False,False,0.00172395503614098
DE,73,415,no,no,0,254.8,85,143.4,80,153.9,102,15,7,2,False,False,9.27615546970628E-05
NY,156,408,no,no,0,174.3,95,186.6,128,258.2,105,12.9,5,3,False,False,0.00148587266448885
HI,132,415,no,no,0,140.3,144,294.8,89,153.5,126,11.7,4,2,False,False,0.000267541880020872
IL,118,415,no,no,0,103.6,107,82,149,169.5,103,6.6,6,0,False,False,8.34484671941027E-05
IL,66,415,no,yes,31,163.2,106,267.9,108,172.6,100,9.7,5,1,False,False,0.00101500551681966
WV,144,415,no,no,0,201.1,99,303.5,74,224,119,13.2,2,1,False,False,0.00789305660873652
WA,96,415,no,no,0,276.9,105,246.9,94,254.4,107,10.3,3,1,True,True,0.999999284744263
DC,126,510,no,no,0,122.4,88,143.8,111,157,106,11.5,3,1,False,False,0.00121460924856365
WI,41,408,no,no,0,202.9,97,153.8,104,113.5,92,9,3,3,False,False,0.000122138706501573
NV,116,510,no,yes,35,118,103,167.2,106,205.7,102,11.8,2,2,False,False,0.000956805655732751
MT,69,510,no,yes,40,77,106,161.7,94,188.6,82,12.5,6,1,False,False,7.4782052251976E-05
FL,102,408,no,yes,29,214.7,86,314.3,109,280.2,110,14.3,2,0,False,False,0.000779791385866702
ND,147,408,no,no,0,205.3,95,166.7,128,240.6,84,7.8,4,1,False,False,0.000371581612853333
NY,70,415,no,no,0,177.4,125,226.2,104,254.1,72,10.9,4,0,False,False,0.00112490553874522
VT,121,415,yes,yes,44,254.1,127,180.2,108,196.2,129,8.7,4,3,False,False,0.000182667266926728
MN,82,415,no,no,0,194.7,105,210.9,100,236.9,143,11.6,3,3,False,False,0.00028767719049938
OR,153,415,no,no,0,202.2,132,158.9,78,111.4,98,8.6,4,2,False,False,0.000267614377662539
SD,20,415,no,yes,35,171.5,98,153.1,127,165.6,125,7.1,3,0,False,False,9.47309526964091E-05
MI,112,510,no,no,0,243.4,77,182.1,97,259.2,94,12.8,2,1,False,False,0.0129191791638732
CT,147,415,no,no,0,124.4,74,320.9,78,157.2,126,10.4,4,2,False,False,0.00134977081324905
SD,209,415,no,no,0,227.2,128,258.4,92,183.5,74,8.9,4,3,False,False,0.0293056759983301
WV,152,415,no,no,0,184.2,90,256.8,73,213.6,113,14.7,2,3,True,True,0.980485141277313
KS,70,415,no,no,0,325.5,128,300.3,105,199.8,93,5.7,7,1,True,True,0.999999940395355
ME,157,408,no,yes,27,201.4,85,101.3,60,258.5,113,11.9,5,2,False,False,0.00145789620000869
VT,38,415,no,no,0,137.8,86,286.3,76,167,77,14.1,3,2,False,False,7.97779794083908E-05
WA,119,415,no,yes,26,161.3,97,250.3,110,142.4,92,6.6,8,1,False,False,0.00174644857179374
ID,135,510,no,no,0,154.4,130,203.8,90,158.7,59,11.8,3,0,False,False,0.000749230093788356
MN,158,408,no,no,0,209.9,112,221.3,82,210,93,8.2,3,1,False,False,0.00155032693874091
NE,129,510,no,yes,30,177.3,95,211.8,102,240.2,108,9.3,7,3,False,False,0.000356441276380792
AR,156,415,no,no,0,178.8,94,178.4,97,169.2,77,7.5,3,1,False,False,0.000873409968335181
KY,95,408,no,no,0,135,99,183.6,106,245.3,102,12.5,9,1,False,False,0.0012600920163095
NE,76,415,no,yes,41,212.6,110,172.7,97,186.3,78,10.1,5,0,False,False,0.0128255225718021
NJ,122,415,no,yes,34,146.4,104,89.7,103,220,91,15.6,4,2,False,False,0.000382871337933466
OH,94,415,no,no,0,181.3,135,182.4,108,180.6,103,6.7,2,0,False,False,0.00195916160009801
MN,139,510,no,yes,25,96.2,112,178.9,70,182.1,84,12.9,10,2,False,False,0.00131968117784709
ID,82,408,no,no,0,101,93,155.6,104,304.4,93,13.3,2,0,False,False,0.000127214414533228
IL,78,415,yes,no,0,236.8,141,265.3,101,152.4,77,9.5,2,1,True,True,0.999967694282532
CO,74,415,no,no,0,225.2,93,215.1,120,241.8,95,9.1,2,2,False,False,0.00184194114990532
